Gain 50                         Gain 100                        Gain 200
A/S     Res     A/SErr  ResErr  A/S     Res     A/SErr  ResErr  A/S     Res     A/SErr  ResErr
17.8	300	0.3	10	37.7	151	0.7	4	67.8	104	1.1	3
44.4	126	0.7	1	94	84.8	2	1	169	68.8	3	0.8
89	74.1	1	0.5	189	55.6	3	0.4	340	51.8	6	0.4
130	58.71	2	0.8	278	49.3	5	0.7	503	47.3	8	0.7
174	53	3	1	370	45.3	7	0.7	666	45.3	11	0.6


