Gain 50				Gain 100
A/S	Res     A/SErr  Res	A/S     Res     A/SErr  ResErr
36.778	126	0.3126	3	77.852	73	0.7289	2
90.391	61.5	6.8985	0.7	194.306	47.7	1.8002	0.6
188.878	45.3	1.5505	0.3	393.469	40.6	3.6419	0.3
275.412	43.8	2.2653	0.7	573.629	40.5	5.3129	0.7
367.82	42.5	3.0212	0.8				



